Word,Sub_Type,Type2,Type3
rechtschaffen(e|er|en|em) konsument(en|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) lohnarbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) malocher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) mitbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) österreicher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) schweizer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) sterbliche(n|r)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) steuerpflichtige(n|r)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) stimmbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) urnengänger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) verbraucher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) wahlberechtigte(n|r)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) wähler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en|em) werktätige(n|r)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) frau(en)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) landsfrau(en)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) landsleute(n)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) leute(n)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) masse(n)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) mehrheit,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|en) wählerschaft,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|er|es|en|em) mensch(en)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|es|en|em) volk(s|es|e)?,ehrliche menschen,advocative,people-centrism
rechtschaffen(e|es|en|em) wahlvolk(s|es|e)?,ehrliche menschen,advocative,people-centrism
rechtschaffenen vielen,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) allgemeinheit,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) arbeiterschaft,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) bevölkerung,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) angestellte(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) arbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) arbeitnehmer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) berufstätige(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) beschäftigte(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) büezer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) deutsche(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) erwerbstätige(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) hackler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) konsument(en|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) lohnarbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) malocher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) mitbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) österreicher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) schweizer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) sterbliche(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) steuerpflichtige(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) stimmbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) urnengänger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) verbraucher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) wahlberechtigte(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) wähler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en|em) werktätige(n|r)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) frau(en)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),ehrliche menschen,advocative,people-centrism
redlich(e|er|en) landsfrau(en)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) landsleute(n)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) leute(n)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) masse(n)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) mehrheit,ehrliche menschen,advocative,people-centrism
redlich(e|er|en) wählerschaft,ehrliche menschen,advocative,people-centrism
redlich(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
redlich(e|er|es|en|em) mensch(en)?,ehrliche menschen,advocative,people-centrism
redlich(e|es|en|em) volk(s|es|e)?,ehrliche menschen,advocative,people-centrism
redlich(e|es|en|em) wahlvolk(s|es|e)?,ehrliche menschen,advocative,people-centrism
redlichen vielen,ehrliche menschen,advocative,people-centrism
regent(en|in|innen)?,elitenbezug,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(auf)?bürde(t|n),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(auf)?hals(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(auf)?oktroyier(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(auf)?zwing(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(aus)?verkauf(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(be|an)lüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?best(i|e)ch(t|en),korrupte eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?betrüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?br(i|e)ch(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?diktier(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?erdreiste(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?erlaub(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?konspirier(t|en),konspirative eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?ma(ß|ss)(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?mauschel(t|en),paktierende eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?missbrauch(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?mogel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(nimmt|nehmen) sich (.* )?heraus,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? ohne bodenhaftung,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?paktier(t|en),paktierende eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?plünder(t|n),korrupte eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?schätz(t|en) (.* )?gering,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?scheu(t|en) sich (.* )?nicht,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?schummel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?schwindel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? sich (.* )?anma(ß|ss)(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? sich (.* )?erlaub(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? sich (.* )?heraus(nimmt|nehmen),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? sich (.* )?nicht (.* )?scheu(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? sich (.* )?trau(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?trau(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?tyrranisier(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?unterjoch(t|en),diktatorische eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?verachte(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?verr(ä|a)t(en)?,verabscheuenswerte eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?(vor)?täusch(t|en),unaufrichtige eliten,conflictive,anti-elitism
regent(en|in|innen)? (.* )?wag(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regent(en|in|innen)? (.* )?zwangsbeglück(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(auf)?bürde(t|n),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(auf)?hals(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(auf)?oktroyier(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(auf)?zwing(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(aus)?verkauf(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(be|an)lüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?best(i|e)ch(t|en),korrupte eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?betrüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?br(i|e)ch(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?diktier(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?erdreiste(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?erlaub(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?konspirier(t|en),konspirative eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?ma(ß|ss)(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?mauschel(t|en),paktierende eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?missbrauch(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?mogel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(nimmt|nehmen) sich (.* )?heraus,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? ohne bodenhaftung,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?paktier(t|en),paktierende eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?plünder(t|n),korrupte eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?schätz(t|en) (.* )?gering,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?scheu(t|en) sich (.* )?nicht,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?schummel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?schwindel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? sich (.* )?anma(ß|ss)(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? sich (.* )?erlaub(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? sich (.* )?heraus(nimmt|nehmen),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? sich (.* )?nicht (.* )?scheu(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? sich (.* )?trau(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?trau(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?tyrranisier(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?unterjoch(t|en),diktatorische eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?verachte(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?verr(ä|a)t(en)?,verabscheuenswerte eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?(vor)?täusch(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierende(n|r)? (.* )?wag(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierende(n|r)? (.* )?zwangsbeglück(t|en),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?(auf)?bürde(t|n),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?(auf)?hals(t|en),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?(auf)?oktroyier(t|en),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?(be|an)lüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? (.* )?best(i|e)ch(t|en),korrupte eliten,conflictive,anti-elitism
regierung(en)? (.* )?betrüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?erdreiste(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?erlaub(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?konspirier(t|en),konspirative eliten,conflictive,anti-elitism
regierung(en)? (.* )?ma(ß|ss)(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?mauschel(t|en),paktierende eliten,conflictive,anti-elitism
regierung(en)? (.* )?missbrauch(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
regierung(en)? (.* )?mogel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? (.* )?(nimmt|nehmen) sich (.* )?heraus,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? ohne bodenhaftung,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?plünder(t|n),korrupte eliten,conflictive,anti-elitism
regierung(en)? (.* )?schätz(t|en) (.* )?gering,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?scheu(t|en) sich (.* )?nicht,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?schummel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? (.* )?schwindel(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? sich (.* )?anma(ß|ss)(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? sich (.* )?erlaub(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? sich (.* )?heraus(nimmt|nehmen),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? sich (.* )?nicht (.* )?scheu(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? sich (.* )?trau(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?trau(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism
regierung(en)? (.* )?tyrranisier(t|en),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?unterjoch(t|en),diktatorische eliten,conflictive,anti-elitism
regierung(en)? (.* )?verachte(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
regierung(en)? (.* )?verr(ä|a)t(en)?,verabscheuenswerte eliten,conflictive,anti-elitism
