Word,Sub_Type,Type2,Type3,fear citizens  
konsument(en|innen|in)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism,consumer on the street  
konsument(en|innen|in)? von nebenan,normale menschen,advocative,people-centrism,consumer from next door  
konsument(en|innen|in)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty,consumer (will|wish|wishes|concern|request|demand)
konsument(en|innen|in)? (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism,consumer is too colorful 
konsument(en|innen|in)? (.* )?zum hals(e)? (her|hin)aus häng(t|en),menschen reicht es,advocative,people-centrism,consumers are fed up 
konsument(en|innen|in)? (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism,consumer forced happiness 
konsument(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,consumers are fed up 
konsument(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism,consumers have had enough
konsument(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism,consumer is tired of  
konsument(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism,consumer does not tolerate any more  
konsument(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism,consumer is tired  
konsument(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können),menschen reicht es,advocative,people-centrism,consumer does not want to hear any more  
konsument(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt),menschen wehren sich,advocative,people-centrism,consumer does not want to be taken advantage of any longer  
konsument(innen|in)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,consumer defense  
konsument(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism,consumer resisting  
konsument(innen|in)? (.* )?versteh(t|en),common sense,advocative,people-centrism,consumer understanding  
konsument(innen|in)? (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism,consumer defend  
konsument(innen|in)? (.* )?(wei(ß|ss)|wissen),common sense,advocative,people-centrism,consumer knows
konsument(innen|in)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty,consumer demands  
konsument(innen|in)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism,consumer does not want to hear any longer  
konsument(innen|in)? (.* )?wissen,common sense,advocative,people-centrism,consumer wants to know  
konsument(innen|in)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty,consumer wishes  
konsument(innen|in)? (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism,consumer defends
(.*)konzern(e)? (.* )?(auf)?bürde(t|n),diktatorische eliten,conflictive,anti-elitism,corporate burden  
(.*)konzern(e)? (.* )?(auf)?hals(t|en),diktatorische eliten,conflictive,anti-elitism,corporate neck  
(.*)konzern(e)? (.* )?(auf)?oktroyier(t|en),diktatorische eliten,conflictive,anti-elitism,corporate imposition  
(.*)konzern(e)? (.* )?(be|an)lüg(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporate lies  
(.*)konzern(e)? (.* )?best(i|e)ch(t|en),korrupte eliten,conflictive,anti-elitism,corporate determination
(.*)konzern(e)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate audacity  
(.*)konzern(e)? (.* )?diktier(t|en),diktatorische eliten,conflictive,anti-elitism,corporate dictation  
(.*)konzern(e)? (.* )?erdreiste(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate impudence  
(.*)konzern(e)? (.* )?erlaub(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate allows itself  
(.*)konzern(e|es|s|en)? ohne bodenhaftung,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation without liability
(.*)konzern(e)? (.* )?gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation estimate low  
(.*)konzern(e)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation have ownership audacity  
(.*)konzern(e)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation outlook downwards  
(.*)konzern(e)? (.* )?konspirier(t|en),konspirative eliten,conflictive,anti-elitism,corporation conspire  
(.*)konzern(e)? (.* )?ma(ß|ss)(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation measure oneself
(.*)konzern(e)? (.* )?mauschel(t|en),paktierende eliten,conflictive,anti-elitism,corporate collusion  
(.*)konzern(e)? (.* )?mogel(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporate cheating  
(.*)konzern(e)? (.* )?(nimmt|nehmen) sich (.* )?heraus,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate takes it upon themselves  
(.*)konzern(e)? (.* )?paktier(t|en),paktierende eliten,conflictive,anti-elitism,corporate bargain  
(.*)konzern(e)? (.* )?plünder(t|n),korrupte eliten,conflictive,anti-elitism,corporate plundering
(.*)konzern(e)? (.* )?schätz(t|en) (.* )?gering,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate estimates low  
(.*)konzern(e)? (.* )?scheu(t|en) sich (.* )?nicht,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate do not shy away  
(.*)konzern(e)? (.* )?schummel(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporate cheat  
(.*)konzern(e)? (.* )?schwindel(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporate fraud  
(.*)konzern(e)? sich (.* )?anma(ß|ss)(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate claim
(.*)konzern(e)? sich (.* )?erlaub(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation allows  
(.*)konzern(e)? sich (.* )?heraus(nimmt|nehmen),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation takes out  
(.*)konzern(e)? sich (.* )?nicht (.* )?scheu(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation does not hesitate  
(.*)konzern(e)? sich (.* )?trau(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation dares  
(.*)konzern(e)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation outlook downwards  
(.*)konzern(e)? (.* )?trau(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation dares  
(.*)konzern(e)? (.* )?tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporation tricks  
(.*)konzern(e)? (.* )?tyrranisier(t|en),diktatorische eliten,conflictive,anti-elitism,corporation tyrannizes  
(.*)konzern(e)? (.* )?unterjoch(t|en),diktatorische eliten,conflictive,anti-elitism,corporation subjugates  
(.*)konzern(e)? (.* )?verachte(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporation despises  
(.*)konzern(e)? (.* )?verr(ä|a)t(en)?,verabscheuenswerte eliten,conflictive,anti-elitism,corporate deception  
(.*)konzern(e)? (.* )?(vor)?täusch(t|en),unaufrichtige eliten,conflictive,anti-elitism,corporate fraud  
(.*)konzern(e)? (.* )?wag(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,corporate risk  
(.*)konzern(e)? (.* )?zwangsbeglück(t|en),diktatorische eliten,conflictive,anti-elitism,corporate imposition  
kooptier(t|en),zzz_none,conflictive,anti-elitism,coopts  
korrumpiert(e|er|en) bürokratie,korrupte eliten,conflictive,anti-elitism,corrupt bureaucracy  
korrumpiert(e|er|en) (.*)elite(n)?,korrupte eliten,conflictive,anti-elitism,corrupt elite  
korrumpiert(e|er|en|em) bürokrat(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt bureaucrats  
korrumpiert(e|er|en|em) expert(e|en|in|innen),korrupte eliten,conflictive,anti-elitism,corrupt experts  
korrumpiert(e|er|en|em) fachm(a|ä)nn(er|s|es|e|ern)?,korrupte eliten,conflictive,anti-elitism,corrupt specialists
korrumpiert(e|er|en|em) forscher(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted researchers  
korrumpiert(e|er|en|em) gelehrte(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupted scholars  
korrumpiert(e|er|en|em) gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?,korrupte eliten,conflictive,anti-elitism,corrupted large companies  
korrumpiert(e|er|en|em) herrschende(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupted ruling class  
korrumpiert(e|er|en|em) intellektuelle(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupted intellectuals  
korrumpiert(e|er|en|em) journalismus,korrupte eliten,conflictive,anti-elitism,corrupted journalism  
korrumpiert(e|er|en|em) journalist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupted journalist  
korrumpiert(e|er|en|em) (.*)kapitalist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupted capitalist  
korrumpiert(e|er|en|em) (.*)konzern(e|es|s|en)?,korrupte eliten,conflictive,anti-elitism,corrupted corporation  
korrumpiert(e|er|en|em) leistungsträger(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted performer
korrumpiert(e|er|en|em) medienvertreter(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted media representatives  
korrumpiert(e|er|en|em) politiker(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted politicians  
korrumpiert(e|er|en|em) regent(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupted rulers  
korrumpiert(e|er|en|em) regierende(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupted governing officials  
korrumpiert(e|er|en|em) souverän(s)?,korrupte eliten,conflictive,anti-elitism,corrupted sovereigns
korrumpiert(e|er|en|em) spezialist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupted specialist  
korrumpiert(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted scientist  
korrumpiert(e|er|en) fachfrau(en)?,korrupte eliten,conflictive,anti-elitism,corrupted expert women  
korrumpiert(e|er|en) fachleute(n)?,korrupte eliten,conflictive,anti-elitism,corrupted experts  
korrumpiert(e|er|en) forschung,korrupte eliten,conflictive,anti-elitism,corrupted research
korrumpiert(e|er|en) (.*)medien,korrupte eliten,conflictive,anti-elitism,corrupt media  
korrumpiert(e|er|en) multis,korrupte eliten,conflictive,anti-elitism,corrupt multis  
korrumpiert(e|er|en) partei,korrupte eliten,conflictive,anti-elitism,corrupt party  
korrumpiert(e|er|en) parteien,korrupte eliten,conflictive,anti-elitism,corrupt parties  
korrumpiert(e|er|en) regierung(en)?,korrupte eliten,conflictive,anti-elitism,corrupt government
korrumpiert(e|er|en) wirtschaft,korrupte eliten,conflictive,anti-elitism,corrupted economy  
korrumpiert(e|er|en) wissenschaft(en)?,korrupte eliten,conflictive,anti-elitism,corrupted science  
korrumpiert(e|er|es|en|em) konglomerat(e|es|s|en)?,korrupte eliten,conflictive,anti-elitism,corrupted conglomerate  
korrumpiert(e|er|es|en|em) politiker(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupted politician  
korrumpiert(e|es|en|em) (.*)establishment(s)?,korrupte eliten,conflictive,anti-elitism,corrupted establishment
korrumpiert(e|es|en|em) system(s)?,korrupte eliten,conflictive,anti-elitism,corrupted systems  
korrupt(e|er|en) bürokratie,korrupte eliten,conflictive,anti-elitism,corrupt bureaucracy  
korrupt(e|er|en) (.*)elite(n)?,korrupte eliten,conflictive,anti-elitism,corrupt elite  
korrupt(e|er|en|em) bürokrat(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt bureaucrats  
korrupt(e|er|en|em) expert(e|en|in|innen),korrupte eliten,conflictive,anti-elitism,corrupt experts  
korrupt(e|er|en|em) fachm(a|ä)nn(er|s|es|e|ern)?,korrupte eliten,conflictive,anti-elitism,corrupt expert  
korrupt(e|er|en|em) forscher(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupt researcher  
korrupt(e|er|en|em) gelehrte(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupt scholar  
korrupt(e|er|en|em) gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?,korrupte eliten,conflictive,anti-elitism,corrupt large company  
korrupt(e|er|en|em) herrschende(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupt ruling
korrupt(e|er|en|em) intellektuelle(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupt intellectuals  
korrupt(e|er|en|em) journalismus,korrupte eliten,conflictive,anti-elitism,corrupt journalism  
korrupt(e|er|en|em) journalist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt journalists  
korrupt(e|er|en|em) (.*)kapitalist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt capitalists  
korrupt(e|er|en|em) (.*)konzern(e|es|s|en)?,korrupte eliten,conflictive,anti-elitism,corrupt corporations
korrupt(e|er|en|em) leistungsträger(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupt decision-makers  
korrupt(e|er|en|em) medienvertreter(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupt media representatives  
korrupt(e|er|en|em) regent(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt rulers  
korrupt(e|er|en|em) regierende(n|r)?,korrupte eliten,conflictive,anti-elitism,corrupt governing body  
korrupt(e|er|en|em) souverän(s)?,korrupte eliten,conflictive,anti-elitism,corrupt sovereign
korrupt(e|er|en|em) spezialist(en|in|innen)?,korrupte eliten,conflictive,anti-elitism,corrupt specialist(s)  
korrupt(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism,corrupt scientist(s)  
korrupt(e|er|en) fachfrau(en)?,korrupte eliten,conflictive,anti-elitism,corrupt expert(s)  
korrupt(e|er|en) fachleute(n)?,korrupte eliten,conflictive,anti-elitism,corrupt professionals  
korrupt(e|er|en) forschung,korrupte eliten,conflictive,anti-elitism,corrupt research
korrupt(e|er|en) (.*)medien,korrupte eliten,conflictive,anti-elitism,corrupt media  
korrupt(e|er|en) multis,korrupte eliten,conflictive,anti-elitism,corrupt multis  
korrupt(e|er|en) partei,korrupte eliten,conflictive,anti-elitism,corrupt party  
korrupt(e|er|en) (.*)partei(en)?,korrupte eliten,conflictive,anti-elitism,corrupt parties  
korrupt(e|er|en) regierung(en)?,korrupte eliten,conflictive,anti-elitism,corrupt government  
korrupt(e|er|en) wirtschaft,korrupte eliten,conflictive,anti-elitism,corrupt economy  
korrupt(e|er|en) wissenschaft(en)?,korrupte eliten,conflictive,anti-elitism,corrupt science  
korrupt(e|er|es|en|em) konglomerat(e|es|s|en)?,korrupte eliten,conflictive,anti-elitism,corrupt conglomerate  
korrupt(e|es|en|em) (.*)establishment(s)?,korrupte eliten,conflictive,anti-elitism,corrupt establishment  
korrupt(e|es|en|em) system(s)?,korrupte eliten,conflictive,anti-elitism,corrupt system  
kumpanen(.*),zzz_none,conflictive,anti-elitism,companions
kumpan(s|e|en)?,zzz_none,conflictive,anti-elitism,companion
lakai,zzz_none,conflictive,anti-elitism,lackey
lakaien,zzz_none,conflictive,anti-elitism,lackeys
landsfrau(en)?,volksbezug,advocative,people-centrism,countrywoman
landsfrau(en)? (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism,landwoman burdens  
landsfrau(en)? (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism,landwoman imposes  
landsfrau(en)? (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism,landwoman imposes  
landsfrau(en)? (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism,landwoman necessitates  
landsfrau(en)? (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism,landwoman dictates  
landsfrau(en)? (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism,countrywoman imposes  
landsfrau(en)? (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism,countrywoman stands here  
landsfrau(en)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,countrywoman is fed up  
